"","year","month","day","carrier","origin","dest","late"
"9774",2013,8,28,"B6","JFK","BQN","early"
"9775",2013,7,3,"B6","JFK","PBI","late"
"9776",2013,7,19,"DL","JFK","LAX","late"
"9777",2013,3,10,"MQ","LGA","RDU","early"
"9778",2013,7,22,"MQ","LGA","BNA","late"
"9779",2013,8,28,"DL","LGA","ATL","late"
"9780",2013,10,1,"MQ","JFK","TPA","early"
"9781",2013,2,4,"AA","LGA","ORD","early"
"9782",2013,11,24,"DL","EWR","ATL","late"
"9783",2013,7,13,"B6","JFK","PWM","on time"
"9784",2013,12,2,"9E","LGA","PIT","early"
"9785",2013,4,6,"B6","JFK","BUR","on time"
"9786",2013,6,24,"DL","EWR","ATL","early"
"9787",2013,3,26,"EV","EWR","RIC","on time"
"9788",2013,1,6,"VX","JFK","SFO","early"
"9789",2013,1,19,"B6","JFK","FLL","late"
"9790",2013,1,15,"DL","JFK","PDX","early"
"9791",2013,9,12,"EV","LGA","BGR","early"
"9792",2013,7,13,"EV","EWR","CLT","late"
"9793",2013,2,22,"DL","JFK","LAX","on time"
"9794",2013,11,27,"US","LGA","CLT","early"
"9795",2013,9,1,"DL","EWR","ATL","early"
"9796",2013,11,4,"UA","EWR","ORD","early"
"9797",2013,6,6,"MQ","LGA","BNA","on time"
"9798",2013,3,22,"EV","EWR","CLT","early"
"9799",2013,6,29,"B6","JFK","MCO","late"
"9800",2013,11,5,"UA","JFK","LAX","early"
"9801",2013,2,26,"B6","JFK","HOU","late"
"9802",2013,4,3,"B6","JFK","BOS","late"
"9803",2013,8,19,"EV","EWR","MEM","on time"
"9804",2013,1,20,"EV","EWR","IAD","early"
"9805",2013,10,27,"UA","EWR","BOS","early"
"9806",2013,2,24,"B6","LGA","TPA","late"
"9807",2013,12,9,"UA","EWR","CLE","on time"
"9808",2013,9,28,"DL","LGA","TPA","early"
"9809",2013,7,27,"UA","EWR","SJU","on time"
"9810",2013,10,3,"DL","JFK","ATL","early"
"9811",2013,5,13,"EV","LGA","IAD","early"
"9812",2013,6,23,"DL","JFK","SLC","early"
"9813",2013,10,30,"B6","JFK","LAX","early"
"9814",2013,9,12,"B6","EWR","SJU","on time"
"9815",2013,11,5,"MQ","LGA","DTW","early"
"9816",2013,3,15,"B6","JFK","JAX","late"
"9817",2013,5,7,"B6","JFK","PWM","early"
"9818",2013,9,29,"AA","LGA","ORD","on time"
"9819",2013,10,23,"MQ","JFK","ORF","on time"
"9820",2013,6,6,"B6","JFK","CHS","early"
"9821",2013,9,22,"US","EWR","CLT","early"
"9822",2013,11,29,"B6","JFK","TPA","early"
"9823",2013,3,1,"UA","EWR","TPA","early"
"9824",2013,6,10,"WN","LGA","MKE","late"
"9825",2013,12,4,"DL","LGA","MSP","on time"
"9826",2013,8,28,"UA","EWR","SFO","late"
"9827",2013,7,7,"DL","JFK","LAX","early"
"9828",2013,6,17,"EV","EWR","BUF","early"
"9829",2013,4,12,"EV","LGA","BGR","late"
"9830",2013,8,6,"DL","JFK","MCO","on time"
"9831",2013,8,11,"B6","JFK","SJU","late"
"9832",2013,1,25,"B6","LGA","PBI","late"
"9833",2013,9,2,"US","JFK","CLT","on time"
"9834",2013,6,2,"FL","LGA","ATL","early"
"9835",2013,2,20,"EV","EWR","DCA","late"
"9836",2013,11,6,"AA","LGA","MIA","early"
"9837",2013,3,9,"B6","JFK","RSW","early"
"9838",2013,3,22,"DL","JFK","ATL","early"
"9839",2013,4,25,"UA","EWR","IAH","late"
"9840",2013,12,31,"MQ","JFK","DCA","early"
"9841",2013,9,2,"EV","EWR","GRR","late"
"9842",2013,6,8,"B6","LGA","FLL","late"
"9843",2013,9,5,"MQ","LGA","ATL","early"
"9844",2013,9,21,"B6","LGA","SRQ","early"
"9845",2013,9,25,"EV","EWR","DTW","early"
"9846",2013,1,10,"AA","JFK","SJU","on time"
"9847",2013,12,24,"UA","EWR","IAH","on time"
"9848",2013,5,19,"EV","EWR","JAX","on time"
"9849",2013,11,5,"UA","LGA","ORD","late"
"9850",2013,8,18,"UA","EWR","SJU","on time"
"9851",2013,12,20,"9E","LGA","PIT","late"
"9852",2013,7,3,"B6","JFK","BUF","late"
"9853",2013,12,30,"EV","LGA","BTV","early"
"9854",2013,7,21,"B6","JFK","TPA","late"
"9855",2013,3,4,"UA","EWR","DFW","early"
"9856",2013,7,3,"MQ","JFK","PIT","late"
"9857",2013,8,31,"B6","JFK","OAK","early"
"9858",2013,5,8,"US","LGA","DCA","early"
"9859",2013,11,19,"AA","LGA","ORD","on time"
"9860",2013,3,11,"EV","EWR","CLT","early"
"9861",2013,7,9,"AA","LGA","DFW","on time"
"9862",2013,5,9,"EV","EWR","STL","early"
"9863",2013,3,4,"UA","LGA","IAH","early"
"9864",2013,12,7,"MQ","LGA","CLT","late"
"9865",2013,6,7,"UA","EWR","MCO","early"
"9866",2013,8,5,"UA","EWR","CLE","late"
"9867",2013,7,13,"B6","JFK","FLL","late"
"9868",2013,8,21,"UA","EWR","SNA","early"
"9869",2013,1,4,"UA","EWR","CLE","early"
"9870",2013,9,29,"B6","JFK","IAD","early"
"9871",2013,8,4,"DL","LGA","PBI","on time"
"9872",2013,6,11,"UA","EWR","LAX","late"
"9873",2013,1,12,"9E","JFK","BUF","early"
"9874",2013,5,28,"UA","LGA","ORD","early"
"9875",2013,4,9,"UA","EWR","MIA","early"
"9876",2013,1,29,"UA","EWR","FLL","early"
"9877",2013,4,21,"AA","LGA","MIA","late"
"9878",2013,6,7,"DL","JFK","FLL","late"
"9879",2013,10,14,"UA","EWR","MCO","early"
"9880",2013,3,15,"MQ","LGA","CMH","early"
"9881",2013,12,12,"DL","JFK","SEA","on time"
"9882",2013,8,7,"EV","EWR","MKE","early"
"9883",2013,12,11,"FL","LGA","CAK","late"
"9884",2013,12,18,"MQ","LGA","RDU","late"
"9885",2013,4,28,"DL","LGA","PBI","on time"
"9886",2013,12,26,"UA","EWR","HNL","early"
"9887",2013,6,21,"EV","EWR","IAD","early"
"9888",2013,6,27,"US","LGA","DCA","late"
"9889",2013,11,15,"AA","JFK","SFO","on time"
"9890",2013,6,29,"B6","JFK","TPA","late"
"9891",2013,11,11,"MQ","JFK","ORF","early"
"9892",2013,9,14,"EV","EWR","CHS","early"
"9893",2013,2,2,"MQ","LGA","CMH","early"
"9894",2013,7,21,"AA","EWR","MIA","early"
"9895",2013,4,21,"EV","EWR","CHS","on time"
"9896",2013,11,13,"UA","EWR","IAH","early"
"9897",2013,3,29,"WN","EWR","STL","early"
"9898",2013,7,16,"9E","JFK","CVG","on time"
"9899",2013,2,19,"AA","JFK","MIA","early"
"9900",2013,3,20,"US","EWR","PHX","early"
"9901",2013,12,11,"US","LGA","DCA","late"
"9902",2013,2,26,"UA","EWR","MCO","early"
"9903",2013,12,19,"EV","JFK","IAD","late"
"9904",2013,3,24,"UA","EWR","IAH","early"
"9905",2013,8,29,"EV","EWR","MKE","early"
"9906",2013,11,15,"UA","LGA","IAH","early"
"9907",2013,2,4,"B6","JFK","MCO","early"
"9908",2013,6,11,"B6","JFK","CHS","late"
"9909",2013,4,24,"WN","LGA","MDW","late"
"9910",2013,9,25,"UA","EWR","ORD","early"
"9911",2013,1,13,"B6","JFK","LAS","late"
"9912",2013,7,18,"WN","EWR","PHX","early"
"9913",2013,3,16,"B6","JFK","BOS","on time"
"9914",2013,9,1,"UA","EWR","FLL","late"
"9915",2013,5,1,"EV","EWR","MCI","late"
"9916",2013,10,25,"AA","LGA","STL","early"
"9917",2013,5,14,"UA","LGA","IAH","early"
"9918",2013,8,24,"MQ","JFK","RDU","early"
"9919",2013,4,25,"UA","EWR","LAX","early"
"9920",2013,4,1,"DL","LGA","PBI","late"
"9921",2013,5,15,"UA","EWR","PBI","early"
"9922",2013,7,31,"EV","EWR","CLT","early"
"9923",2013,12,17,"DL","JFK","LAS","late"
"9924",2013,12,24,"EV","LGA","BGR","early"
"9925",2013,10,18,"DL","LGA","MSP","early"
"9926",2013,3,6,"DL","JFK","LAX","early"
"9927",2013,9,4,"UA","EWR","IAH","early"
"9928",2013,9,4,"B6","JFK","BTV","early"
"9929",2013,3,14,"B6","EWR","RSW","on time"
"9930",2013,12,1,"VX","JFK","SFO","early"
"9931",2013,6,14,"UA","EWR","CLE","late"
"9932",2013,2,11,"EV","EWR","RIC","late"
"9933",2013,7,27,"EV","LGA","BNA","early"
"9934",2013,5,31,"AA","JFK","LAX","on time"
"9935",2013,1,23,"MQ","LGA","BNA","on time"
"9936",2013,1,15,"EV","EWR","DTW","early"
"9937",2013,2,11,"DL","JFK","SLC","early"
"9938",2013,1,19,"B6","LGA","FLL","late"
"9939",2013,6,23,"DL","LGA","ATL","early"
"9940",2013,4,8,"DL","JFK","SJU","late"
"9941",2013,6,5,"B6","JFK","CLT","on time"
"9942",2013,1,8,"DL","JFK","TPA","early"
"9943",2013,1,2,"B6","JFK","TPA","late"
"9944",2013,2,20,"VX","JFK","SFO","early"
"9945",2013,5,28,"AA","LGA","ORD","early"
"9946",2013,12,27,"DL","LGA","DTW","early"
"9947",2013,1,30,"UA","EWR","DEN","early"
"9948",2013,1,8,"AA","LGA","DFW","late"
"9949",2013,9,27,"UA","EWR","IAH","early"
"9950",2013,4,21,"UA","EWR","SJU","early"
"9951",2013,5,8,"EV","EWR","SDF","early"
"9952",2013,12,2,"UA","LGA","ORD","late"
"9953",2013,2,11,"AA","LGA","DFW","late"
"9954",2013,4,10,"MQ","LGA","CMH","on time"
"9955",2013,1,3,"B6","JFK","TPA","late"
"9956",2013,10,2,"EV","EWR","DCA","early"
"9957",2013,2,19,"DL","JFK","SJU","early"
"9958",2013,3,5,"DL","LGA","ATL","early"
"9959",2013,12,5,"UA","EWR","LAX","late"
"9960",2013,4,26,"B6","JFK","AUS","early"
"9961",2013,2,27,"B6","JFK","SYR","late"
"9962",2013,3,4,"UA","EWR","BOS","early"
"9963",2013,12,4,"EV","EWR","IND","late"
"9964",2013,6,30,"EV","EWR","ATL","late"
"9965",2013,9,27,"9E","LGA","GSP","late"
"9966",2013,8,29,"UA","EWR","LAX","on time"
"9967",2013,8,5,"B6","JFK","BUR","late"
"9968",2013,5,19,"US","LGA","CLT","early"
"9969",2013,7,20,"B6","JFK","RDU","early"
"9970",2013,6,9,"WN","EWR","STL","late"
"9971",2013,10,5,"MQ","LGA","CMH","early"
"9972",2013,1,1,"B6","JFK","SFO","early"
"9973",2013,1,30,"AA","LGA","ORD","on time"
"9974",2013,10,27,"UA","EWR","ORD","on time"
"9975",2013,12,4,"UA","EWR","RSW","late"
"9976",2013,4,5,"DL","LGA","PBI","late"
"9977",2013,6,9,"UA","EWR","SNA","late"
"9978",2013,4,10,"DL","JFK","SLC","early"
"9979",2013,3,20,"UA","EWR","BOS","early"
"9980",2013,7,24,"AA","LGA","DFW","late"
"9981",2013,5,15,"UA","JFK","LAX","early"
"9982",2013,11,9,"B6","JFK","ORD","early"
"9983",2013,4,5,"B6","EWR","BOS","early"
"9984",2013,11,30,"B6","JFK","TPA","early"
"9985",2013,1,6,"FL","LGA","ATL","late"
"9986",2013,10,21,"DL","JFK","SJU","early"
"9987",2013,8,11,"EV","EWR","CVG","late"
"9988",2013,6,30,"B6","JFK","SYR","late"
"9989",2013,12,15,"B6","LGA","PBI","late"
"9990",2013,8,19,"MQ","LGA","BNA","early"
"9991",2013,7,8,"UA","EWR","SFO","late"
"9992",2013,2,17,"UA","EWR","PHX","late"
"9993",2013,3,26,"B6","LGA","SRQ","on time"
"9994",2013,1,19,"AA","EWR","MIA","on time"
"9995",2013,4,11,"UA","EWR","SFO","late"
"9996",2013,3,21,"EV","EWR","STL","on time"
"9997",2013,10,21,"DL","LGA","FLL","on time"
"9998",2013,2,23,"AA","JFK","SJU","late"
"9999",2013,5,16,"9E","JFK","BOS","late"
"10000",2013,2,6,"UA","EWR","SAN","early"
"10001",2013,7,30,"MQ","LGA","RDU","early"
"10002",2013,1,16,"MQ","LGA","MSP","late"
"10003",2013,3,8,"UA","LGA","DEN","late"
"10004",2013,6,7,"9E","EWR","CVG","late"
"10005",2013,7,4,"US","EWR","CLT","early"
"10006",2013,3,27,"US","LGA","BOS","early"
"10007",2013,3,10,"EV","EWR","BNA","early"
"10008",2013,7,22,"DL","JFK","MCO","early"
"10009",2013,11,9,"B6","JFK","SJU","early"
"10010",2013,6,20,"B6","JFK","SJU","late"
"10011",2013,3,12,"MQ","LGA","CLE","early"
"10012",2013,12,5,"B6","JFK","MSY","late"
"10013",2013,1,4,"F9","LGA","DEN","late"
"10014",2013,4,6,"B6","JFK","FLL","late"
"10015",2013,8,9,"UA","EWR","DFW","late"
"10016",2013,12,24,"WN","EWR","AUS","late"
"10017",2013,9,29,"DL","LGA","MSP","on time"
"10018",2013,5,26,"US","EWR","PHX","late"
"10019",2013,1,31,"DL","JFK","SJU","early"
"10020",2013,7,24,"AA","LGA","ORD","early"
"10021",2013,4,26,"UA","LGA","IAH","late"
"10022",2013,11,18,"MQ","LGA","CLE","early"
"10023",2013,9,15,"DL","EWR","ATL","early"
"10024",2013,6,4,"EV","EWR","IAD","late"
"10025",2013,8,4,"US","EWR","CLT","early"
"10026",2013,8,1,"EV","EWR","CVG","late"
"10027",2013,9,25,"MQ","LGA","CLE","on time"
"10028",2013,3,15,"US","LGA","DCA","early"
"10029",2013,11,1,"US","EWR","CLT","late"
"10030",2013,1,16,"DL","JFK","MCO","early"
"10031",2013,11,12,"EV","EWR","DCA","late"
"10032",2013,12,28,"9E","JFK","ROC","early"
"10033",2013,11,14,"DL","LGA","MSY","early"
"10034",2013,7,29,"DL","JFK","MCO","late"
"10035",2013,10,15,"EV","EWR","RIC","early"
"10036",2013,4,23,"EV","EWR","GSO","early"
"10037",2013,10,12,"B6","JFK","IAD","early"
"10038",2013,12,10,"US","EWR","CLT","late"
"10039",2013,9,17,"DL","JFK","MCO","early"
"10040",2013,8,9,"9E","JFK","DCA","late"
"10041",2013,3,4,"US","LGA","CLT","late"
"10042",2013,10,25,"DL","LGA","TPA","early"
"10043",2013,7,12,"9E","JFK","PHL","late"
"10044",2013,10,30,"UA","EWR","ORD","on time"
"10045",2013,10,30,"UA","EWR","FLL","early"
"10046",2013,11,19,"MQ","LGA","CMH","late"
"10047",2013,3,12,"UA","EWR","AUS","late"
"10048",2013,1,18,"AA","LGA","DFW","early"
"10049",2013,11,28,"DL","LGA","ATL","early"
"10050",2013,9,18,"DL","JFK","LAS","on time"
"10051",2013,12,4,"US","LGA","PHL","late"
"10052",2013,8,5,"UA","EWR","BQN","on time"
"10053",2013,6,29,"UA","EWR","LAX","late"
"10054",2013,8,7,"EV","LGA","PIT","late"
"10055",2013,7,26,"DL","LGA","FLL","early"
"10056",2013,10,15,"EV","EWR","JAX","on time"
"10057",2013,1,26,"US","LGA","CLT","early"
"10058",2013,8,23,"DL","LGA","ATL","early"
"10059",2013,9,15,"DL","JFK","FLL","early"
"10060",2013,8,9,"AA","LGA","ORD","late"
"10061",2013,10,9,"UA","EWR","ORD","early"
"10062",2013,9,30,"MQ","LGA","ATL","early"
"10063",2013,5,3,"EV","EWR","STL","early"
"10064",2013,3,12,"EV","EWR","DAY","late"
"10065",2013,9,30,"MQ","JFK","BWI","early"
"10066",2013,9,2,"UA","EWR","DEN","early"
"10067",2013,10,17,"WN","EWR","MDW","late"
"10068",2013,12,22,"UA","EWR","IAH","late"
"10069",2013,7,2,"US","EWR","PHX","early"
"10070",2013,1,23,"EV","EWR","MEM","late"
"10071",2013,6,22,"DL","JFK","PIT","early"
"10072",2013,3,27,"B6","JFK","AUS","early"
"10073",2013,1,21,"B6","JFK","LAX","early"
"10074",2013,2,1,"EV","EWR","DCA","late"
"10075",2013,2,4,"B6","JFK","BUF","late"
"10076",2013,8,22,"DL","JFK","MCO","early"
"10077",2013,4,29,"UA","JFK","SFO","early"
"10078",2013,4,30,"B6","JFK","LGB","early"
"10079",2013,5,30,"DL","LGA","ATL","on time"
"10080",2013,2,23,"UA","EWR","LAX","on time"
"10081",2013,4,17,"US","JFK","CLT","early"
"10082",2013,4,16,"9E","JFK","PHL","early"
"10083",2013,5,5,"DL","JFK","SAT","early"
"10084",2013,8,23,"MQ","LGA","ATL","late"
"10085",2013,9,9,"EV","LGA","CLT","early"
"10086",2013,5,24,"B6","JFK","LAX","late"
"10087",2013,10,3,"AA","LGA","MIA","early"
"10088",2013,12,8,"VX","EWR","SFO","late"
"10089",2013,4,21,"UA","JFK","LAX","late"
"10090",2013,2,15,"DL","LGA","ATL","early"
"10091",2013,2,4,"DL","LGA","RSW","early"
"10092",2013,5,14,"EV","EWR","PWM","late"
"10093",2013,11,5,"AA","LGA","ORD","on time"
"10094",2013,5,29,"WN","EWR","BNA","early"
"10095",2013,1,22,"EV","EWR","GSP","late"
"10096",2013,2,20,"B6","LGA","PBI","early"
"10097",2013,10,22,"EV","EWR","MHT","early"
"10098",2013,9,4,"WN","LGA","MKE","early"
"10099",2013,7,30,"MQ","LGA","CMH","late"
"10100",2013,7,4,"B6","EWR","BOS","early"
"10101",2013,3,12,"DL","LGA","MCO","late"
"10102",2013,4,8,"EV","EWR","ALB","early"
"10103",2013,4,7,"UA","EWR","CLE","late"
"10104",2013,10,12,"UA","LGA","IAH","early"
"10105",2013,12,2,"DL","LGA","MCO","late"
"10106",2013,8,20,"B6","JFK","CHS","on time"
"10107",2013,8,9,"DL","LGA","MIA","early"
"10108",2013,9,23,"EV","LGA","IAD","early"
"10109",2013,10,8,"DL","LGA","PBI","early"
"10110",2013,3,29,"AA","LGA","MIA","early"
"10111",2013,6,12,"9E","LGA","DAY","early"
"10112",2013,1,8,"MQ","LGA","DTW","early"
"10113",2013,5,20,"EV","EWR","MSY","late"
"10114",2013,10,1,"EV","EWR","STL","early"
"10115",2013,7,9,"AA","LGA","ORD","late"
"10116",2013,8,28,"DL","LGA","DTW","late"
"10117",2013,6,15,"DL","LGA","FLL","early"
"10118",2013,6,29,"WN","LGA","STL","late"
"10119",2013,12,25,"US","LGA","CLT","early"
"10120",2013,12,7,"EV","EWR","CLT","on time"
"10121",2013,1,20,"UA","EWR","IAH","early"
"10122",2013,8,22,"UA","EWR","SAN","late"
"10123",2013,6,10,"B6","JFK","BUF","late"
"10124",2013,9,3,"EV","EWR","SAV","on time"
"10125",2013,7,17,"EV","EWR","IAD","early"
"10126",2013,7,16,"EV","EWR","BUF","on time"
"10127",2013,3,26,"EV","LGA","JAX","on time"
"10128",2013,8,26,"US","JFK","CLT","late"
"10129",2013,1,27,"MQ","LGA","ATL","early"
"10130",2013,12,15,"EV","EWR","DTW","on time"
"10131",2013,12,11,"EV","EWR","PIT","late"
"10132",2013,11,20,"DL","JFK","LAX","on time"
"10133",2013,2,21,"WN","EWR","BWI","late"
"10134",2013,4,2,"US","LGA","CLT","early"
"10135",2013,2,13,"9E","JFK","MSP","early"
"10136",2013,9,4,"B6","JFK","SJU","on time"
"10137",2013,11,27,"EV","EWR","MSP","late"
"10138",2013,12,1,"US","LGA","CLT","on time"
"10139",2013,4,19,"DL","JFK","MCO","late"
"10140",2013,7,13,"9E","JFK","PIT","early"
"10141",2013,12,2,"AA","JFK","MCO","early"
"10142",2013,10,23,"DL","JFK","SLC","late"
"10143",2013,5,17,"AA","JFK","SJU","early"
"10144",2013,8,30,"WN","EWR","MDW","early"
"10145",2013,8,18,"EV","EWR","CHS","on time"
"10146",2013,5,5,"MQ","LGA","RDU","early"
"10147",2013,10,9,"DL","JFK","ATL","early"
"10148",2013,5,5,"EV","EWR","SAV","late"
"10149",2013,8,8,"UA","EWR","SEA","late"
"10150",2013,10,30,"UA","EWR","SEA","early"
"10151",2013,10,6,"DL","JFK","TPA","early"
"10152",2013,4,18,"9E","JFK","MSP","late"
"10153",2013,4,24,"B6","JFK","ROC","on time"
"10154",2013,3,15,"B6","EWR","MCO","early"
"10155",2013,6,17,"EV","EWR","MCI","late"
"10156",2013,6,19,"WN","EWR","MDW","late"
"10157",2013,6,19,"B6","LGA","FLL","late"
"10158",2013,6,16,"9E","LGA","TYS","early"
"10159",2013,4,16,"B6","EWR","BOS","late"
"10160",2013,12,16,"DL","LGA","DTW","on time"
"10161",2013,8,22,"DL","EWR","SLC","on time"
"10162",2013,11,30,"B6","JFK","SFO","early"
"10163",2013,4,11,"AA","LGA","ORD","late"
"10164",2013,4,1,"EV","JFK","IAD","on time"
"10165",2013,8,24,"DL","EWR","DTW","early"
"10166",2013,5,25,"EV","EWR","RDU","early"
"10167",2013,2,11,"US","EWR","CLT","late"
"10168",2013,10,28,"DL","LGA","MSP","early"
"10169",2013,5,10,"DL","LGA","DTW","early"
"10170",2013,10,18,"UA","LGA","ORD","early"
"10171",2013,5,9,"DL","JFK","LAS","early"
"10172",2013,11,14,"EV","EWR","STL","early"
"10173",2013,1,24,"AA","LGA","MIA","early"
"10174",2013,8,26,"UA","EWR","SFO","early"
"10175",2013,2,22,"MQ","LGA","BNA","late"
"10176",2013,4,26,"UA","EWR","FLL","late"
"10177",2013,2,6,"UA","JFK","LAX","early"
"10178",2013,4,11,"DL","LGA","MEM","on time"
"10179",2013,9,13,"B6","EWR","RSW","early"
"10180",2013,7,30,"EV","EWR","SAV","early"
"10181",2013,4,5,"AA","JFK","MIA","late"
"10182",2013,7,31,"B6","JFK","BUF","early"
"10183",2013,2,27,"AA","LGA","MIA","on time"
"10184",2013,1,25,"WN","EWR","STL","on time"
"10185",2013,9,1,"US","JFK","PHX","on time"
"10186",2013,9,27,"UA","EWR","MCO","late"
"10187",2013,6,26,"UA","EWR","SFO","late"
"10188",2013,8,22,"EV","EWR","SDF","early"
"10189",2013,3,25,"UA","EWR","PHX","early"
"10190",2013,12,31,"AA","LGA","MIA","late"
"10191",2013,11,26,"MQ","JFK","CMH","early"
"10192",2013,4,10,"UA","EWR","SFO","late"
"10193",2013,8,2,"UA","LGA","IAH","early"
"10194",2013,7,29,"DL","LGA","DTW","on time"
"10195",2013,11,6,"EV","EWR","TUL","late"
"10196",2013,8,15,"AA","LGA","DFW","early"
"10197",2013,1,7,"B6","JFK","PBI","on time"
"10198",2013,9,28,"AA","JFK","SEA","early"
"10199",2013,10,31,"US","LGA","DCA","on time"
"10200",2013,3,28,"UA","EWR","AUS","early"
"10201",2013,1,6,"AA","LGA","MIA","early"
"10202",2013,9,27,"AA","EWR","MIA","early"
"10203",2013,8,14,"DL","JFK","DTW","on time"
"10204",2013,3,3,"EV","EWR","BDL","late"
"10205",2013,12,8,"DL","EWR","ATL","on time"
"10206",2013,10,31,"US","LGA","CLT","early"
"10207",2013,5,10,"EV","EWR","CHS","early"
"10208",2013,5,7,"DL","LGA","MCO","late"
"10209",2013,10,5,"MQ","LGA","CLT","early"
"10210",2013,10,15,"B6","JFK","BUF","early"
"10211",2013,4,3,"US","EWR","CLT","late"
"10212",2013,3,6,"UA","EWR","FLL","late"
"10213",2013,10,8,"UA","JFK","SFO","early"
"10214",2013,3,14,"DL","LGA","MIA","on time"
"10215",2013,3,4,"MQ","JFK","DCA","early"
"10216",2013,4,9,"B6","JFK","JAX","early"
"10217",2013,4,19,"DL","LGA","MCO","early"
"10218",2013,10,4,"B6","EWR","BOS","early"
"10219",2013,10,21,"DL","LGA","MCO","on time"
"10220",2013,7,15,"B6","JFK","SEA","early"
"10221",2013,10,14,"AA","LGA","ORD","early"
"10222",2013,5,10,"DL","LGA","MIA","early"
"10223",2013,3,27,"UA","EWR","LAS","early"
"10224",2013,7,1,"MQ","LGA","ATL","late"
"10225",2013,4,16,"B6","JFK","IAD","early"
"10226",2013,2,9,"FL","LGA","ATL","on time"
"10227",2013,10,10,"EV","EWR","OMA","early"
"10228",2013,10,13,"HA","JFK","HNL","early"
"10229",2013,3,16,"DL","LGA","MCO","late"
"10230",2013,6,20,"DL","LGA","ATL","early"
"10231",2013,10,13,"B6","JFK","MCO","early"
"10232",2013,12,10,"EV","EWR","SDF","late"
"10233",2013,3,27,"WN","LGA","MKE","early"
"10234",2013,7,21,"AA","JFK","SEA","on time"
"10235",2013,4,25,"UA","EWR","DEN","late"
"10236",2013,6,14,"UA","EWR","SFO","late"
"10237",2013,11,22,"EV","EWR","DTW","early"
"10238",2013,11,1,"DL","LGA","MIA","on time"
"10239",2013,10,23,"EV","EWR","DCA","early"
"10240",2013,3,14,"EV","EWR","OKC","late"
"10241",2013,11,29,"MQ","JFK","BWI","early"
"10242",2013,5,9,"AA","JFK","MIA","early"
"10243",2013,9,1,"B6","JFK","OAK","early"
"10244",2013,6,14,"DL","JFK","SLC","late"
"10245",2013,11,3,"B6","JFK","FLL","early"
"10246",2013,8,3,"UA","EWR","SEA","on time"
"10247",2013,10,21,"UA","JFK","SFO","early"
"10248",2013,3,29,"B6","JFK","FLL","early"
"10249",2013,2,22,"UA","EWR","DFW","on time"
"10250",2013,1,9,"B6","LGA","PBI","early"
"10251",2013,9,16,"MQ","LGA","CMH","late"
"10252",2013,2,15,"WN","EWR","MDW","early"
"10253",2013,11,18,"UA","EWR","SFO","early"
"10254",2013,5,11,"B6","JFK","MCO","on time"
"10255",2013,6,20,"DL","LGA","TPA","on time"
"10256",2013,3,24,"AA","JFK","MIA","on time"
"10257",2013,9,23,"9E","JFK","BUF","early"
"10258",2013,8,14,"B6","JFK","MCO","late"
"10259",2013,5,19,"UA","EWR","FLL","early"
"10260",2013,9,22,"WN","EWR","MDW","early"
"10261",2013,6,3,"EV","LGA","MCI","late"
"10262",2013,8,16,"EV","JFK","IAD","on time"
"10263",2013,1,3,"B6","JFK","FLL","early"
"10264",2013,8,21,"9E","JFK","MSP","early"
"10265",2013,12,8,"EV","EWR","ATL","late"
"10266",2013,6,13,"US","LGA","BOS","early"
"10267",2013,3,18,"WN","EWR","STL","late"
"10268",2013,3,8,"DL","EWR","ATL","late"
"10269",2013,1,15,"B6","JFK","IAD","on time"
"10270",2013,9,2,"B6","JFK","CLT","on time"
"10271",2013,8,30,"VX","JFK","SFO","early"
"10272",2013,7,26,"9E","JFK","MSP","early"
"10273",2013,1,5,"UA","EWR","PBI","on time"
"10274",2013,12,8,"AA","JFK","BOS","early"
"10275",2013,3,2,"DL","JFK","SLC","late"
"10276",2013,6,7,"UA","EWR","FLL","late"
"10277",2013,10,18,"US","LGA","BOS","early"
"10278",2013,6,13,"B6","JFK","ROC","late"
"10279",2013,5,17,"MQ","LGA","CLE","early"
"10280",2013,10,21,"EV","EWR","DCA","late"
"10281",2013,7,4,"UA","EWR","IAH","on time"
"10282",2013,3,6,"B6","JFK","SAN","early"
"10283",2013,3,7,"MQ","JFK","DCA","late"
"10284",2013,11,15,"UA","EWR","LAX","early"
"10285",2013,8,4,"B6","EWR","MCO","early"
"10286",2013,2,4,"FL","LGA","CAK","early"
"10287",2013,3,24,"AA","LGA","MIA","late"
"10288",2013,2,14,"B6","JFK","FLL","late"
"10289",2013,1,17,"AA","EWR","DFW","early"
"10290",2013,9,16,"AA","LGA","MIA","early"
"10291",2013,9,9,"MQ","EWR","ORD","late"
"10292",2013,5,3,"DL","JFK","SLC","early"
"10293",2013,12,11,"DL","JFK","MCO","late"
"10294",2013,4,4,"UA","LGA","ORD","early"
"10295",2013,9,17,"UA","EWR","FLL","early"
"10296",2013,1,31,"B6","LGA","MCO","late"
"10297",2013,9,6,"B6","JFK","BTV","early"
"10298",2013,1,25,"EV","LGA","IAD","late"
"10299",2013,12,12,"UA","EWR","SFO","early"
"10300",2013,5,21,"EV","EWR","TUL","late"
"10301",2013,10,1,"DL","LGA","DEN","late"
"10302",2013,5,23,"UA","EWR","SFO","late"
"10303",2013,6,28,"MQ","LGA","RDU","late"
"10304",2013,8,5,"UA","EWR","LAX","late"
"10305",2013,5,9,"B6","JFK","CLT","late"
"10306",2013,4,3,"EV","EWR","MKE","on time"
"10307",2013,4,12,"AA","JFK","LAX","early"
